[Longitude,unit:degree] [Latitude,unit:degree]   [Gravity, unit:mGal]
   72.5000000000000        42.5000000000000       -537.920824834220     
   73.5000000000000        42.5000000000000       -526.493742015504     
   74.5000000000000        42.5000000000000       -526.918861715077     
   75.5000000000000        42.5000000000000       -505.729252179968     
   76.5000000000000        42.5000000000000       -484.548853071930     
   77.5000000000000        42.5000000000000       -573.538072563311     
   78.5000000000000        42.5000000000000       -667.381329409653     
   79.5000000000000        42.5000000000000       -631.422420510930     
   80.5000000000000        42.5000000000000       -565.450738619246     
   81.5000000000000        42.5000000000000       -532.155906186338     
   82.5000000000000        42.5000000000000       -511.575037157128     
   83.5000000000000        42.5000000000000       -523.834137035671     
   84.5000000000000        42.5000000000000       -527.573318484657     
   85.5000000000000        42.5000000000000       -503.621451542426     
   86.5000000000000        42.5000000000000       -495.045192657734     
   87.5000000000000        42.5000000000000       -464.712895454233     
   88.5000000000000        42.5000000000000       -410.028563206863     
   89.5000000000000        42.5000000000000       -398.002179811829     
   90.5000000000000        42.5000000000000       -396.834445095267     
   91.5000000000000        42.5000000000000       -382.621178993453     
   92.5000000000000        42.5000000000000       -413.401381147436     
   93.5000000000000        42.5000000000000       -465.701289702478     
   94.5000000000000        42.5000000000000       -487.663555097307     
   95.5000000000000        42.5000000000000       -502.530168463670     
   96.5000000000000        42.5000000000000       -500.687036110922     
   97.5000000000000        42.5000000000000       -458.468307070884     
   98.5000000000000        42.5000000000000       -423.854732795121     
   99.5000000000000        42.5000000000000       -417.421060171001     
   100.500000000000        42.5000000000000       -410.986539881896     
   101.500000000000        42.5000000000000       -410.005531236312     
   102.500000000000        42.5000000000000       -417.024808556925     
   103.500000000000        42.5000000000000       -412.944690094637     
   104.500000000000        42.5000000000000       -398.631990233673     
   105.500000000000        42.5000000000000       -388.188739491160     
   106.500000000000        42.5000000000000       -393.231698523123     
   107.500000000000        42.5000000000000       -403.593318203894     
   72.5000000000000        41.5000000000000       -494.101697250769     
   73.5000000000000        41.5000000000000       -543.434052412277     
   74.5000000000000        41.5000000000000       -558.275807739902     
   75.5000000000000        41.5000000000000       -592.283202056380     
   76.5000000000000        41.5000000000000       -611.881984812176     
   77.5000000000000        41.5000000000000       -616.944407909797     
   78.5000000000000        41.5000000000000       -560.914478816472     
   79.5000000000000        41.5000000000000       -432.971244554308     
   80.5000000000000        41.5000000000000       -353.566836592929     
   81.5000000000000        41.5000000000000       -363.242341166691     
   82.5000000000000        41.5000000000000       -402.074493546518     
   83.5000000000000        41.5000000000000       -429.464807492960     
   84.5000000000000        41.5000000000000       -421.291449361875     
   85.5000000000000        41.5000000000000       -408.552355220647     
   86.5000000000000        41.5000000000000       -431.513033643597     
   87.5000000000000        41.5000000000000       -452.888443955915     
   88.5000000000000        41.5000000000000       -452.208598528023     
   89.5000000000000        41.5000000000000       -456.556619026791     
   90.5000000000000        41.5000000000000       -457.024629778265     
   91.5000000000000        41.5000000000000       -439.609025347971     
   92.5000000000000        41.5000000000000       -433.992834011695     
   93.5000000000000        41.5000000000000       -466.272302762949     
   94.5000000000000        41.5000000000000       -509.705149895703     
   95.5000000000000        41.5000000000000       -518.750866463062     
   96.5000000000000        41.5000000000000       -492.423144003759     
   97.5000000000000        41.5000000000000       -465.000067062559     
   98.5000000000000        41.5000000000000       -452.353540260426     
   99.5000000000000        41.5000000000000       -429.443257746318     
   100.500000000000        41.5000000000000       -396.307235097702     
   101.500000000000        41.5000000000000       -403.380427951929     
   102.500000000000        41.5000000000000       -425.903389328661     
   103.500000000000        41.5000000000000       -408.449293842183     
   104.500000000000        41.5000000000000       -404.107179913021     
   105.500000000000        41.5000000000000       -429.218553614550     
   106.500000000000        41.5000000000000       -416.483184061449     
   107.500000000000        41.5000000000000       -391.976999817758     
   72.5000000000000        40.5000000000000       -619.033874688528     
   73.5000000000000        40.5000000000000       -652.937406557943     
   74.5000000000000        40.5000000000000       -560.442246939492     
   75.5000000000000        40.5000000000000       -507.805890684195     
   76.5000000000000        40.5000000000000       -512.354505692134     
   77.5000000000000        40.5000000000000       -493.918615063983     
   78.5000000000000        40.5000000000000       -445.746899780769     
   79.5000000000000        40.5000000000000       -429.162543592237     
   80.5000000000000        40.5000000000000       -453.044808836900     
   81.5000000000000        40.5000000000000       -466.082740618582     
   82.5000000000000        40.5000000000000       -441.314157838790     
   83.5000000000000        40.5000000000000       -408.002342680493     
   84.5000000000000        40.5000000000000       -405.964580186005     
   85.5000000000000        40.5000000000000       -413.699397801079     
   86.5000000000000        40.5000000000000       -409.272476746492     
   87.5000000000000        40.5000000000000       -429.730717658961     
   88.5000000000000        40.5000000000000       -460.519527981170     
   89.5000000000000        40.5000000000000       -457.129435850429     
   90.5000000000000        40.5000000000000       -465.401857747102     
   91.5000000000000        40.5000000000000       -494.693204291401     
   92.5000000000000        40.5000000000000       -475.435163510622     
   93.5000000000000        40.5000000000000       -456.205486936128     
   94.5000000000000        40.5000000000000       -501.834486319896     
   95.5000000000000        40.5000000000000       -533.166673609938     
   96.5000000000000        40.5000000000000       -517.845040761535     
   97.5000000000000        40.5000000000000       -500.143102531408     
   98.5000000000000        40.5000000000000       -475.774887339769     
   99.5000000000000        40.5000000000000       -445.575201378797     
   100.500000000000        40.5000000000000       -432.063690988357     
   101.500000000000        40.5000000000000       -442.854605453797     
