[Longitude,unit:degree]    [Latitude,unit:degree]     [Moho depth, unit:km]
   72.500000000000000        42.500000000000000        56.568630499999998     
   73.500000000000000        42.500000000000000        56.882225399999996     
   74.500000000000000        42.500000000000000        56.897585899999996     
   75.500000000000000        42.500000000000000        51.900882500000002     
   76.500000000000000        42.500000000000000        50.137787199999998     
   77.500000000000000        42.500000000000000        58.669179999999997     
   78.500000000000000        42.500000000000000        65.169960000000003     
   79.500000000000000        42.500000000000000        63.046570000000003     
   80.500000000000000        42.500000000000000        59.459187000000000     
   81.500000000000000        42.500000000000000        56.525947000000002     
   82.500000000000000        42.500000000000000        55.634548699999996     
   83.500000000000000        42.500000000000000        56.798719599999998     
   84.500000000000000        42.500000000000000        55.364848100000003     
   85.500000000000000        42.500000000000000        54.165366800000001     
   86.500000000000000        42.500000000000000        54.042869899999999     
   87.500000000000000        42.500000000000000        50.697261200000000     
   88.500000000000000        42.500000000000000        49.502521200000004     
   89.500000000000000        42.500000000000000        52.205981800000004     
   90.500000000000000        42.500000000000000        51.021965299999998     
   91.500000000000000        42.500000000000000        48.950248600000002     
   92.500000000000000        42.500000000000000        51.276964800000002     
   93.500000000000000        42.500000000000000        53.618046000000000     
   94.500000000000000        42.500000000000000        54.478771000000002     
   95.500000000000000        42.500000000000000        55.911020200000003     
   96.500000000000000        42.500000000000000        55.835112500000001     
   97.500000000000000        42.500000000000000        53.472291800000001     
   98.500000000000000        42.500000000000000        51.560417799999996     
   99.500000000000000        42.500000000000000        51.491648900000001     
   100.50000000000000        42.500000000000000        51.466615699999998     
   101.50000000000000        42.500000000000000        51.022714000000001     
   102.50000000000000        42.500000000000000        51.668784700000003     
   103.50000000000000        42.500000000000000        52.082530800000001     
   104.50000000000000        42.500000000000000        50.759488099999999     
   105.50000000000000        42.500000000000000        50.078293400000000     
   106.50000000000000        42.500000000000000        50.699321499999996     
   107.50000000000000        42.500000000000000        51.758991600000002     
   72.500000000000000        41.500000000000000        51.726338699999999     
   73.500000000000000        41.500000000000000        56.681341900000000     
